Objeto;Denomin.;Familia;Espesor;Ancho;kerf;PrecodPP;Escuadria;Status
1208428;PPCMASPRGSESD 23x200xRL;MA;23.0;200.0;;MA23200;MA 23x200;True
1208429;PPCMAPRRGSESD 23x96xRL;MA;23.0;96.0;;MA2396;MA 23x96;True
1208435;PPLMASPRGSESD 23x149xRL;MA;23.0;149.0;;MA23149;MA 23x149;True
1208436;PPLMASPRGSESD 23x130xRL;MA;23.0;130.0;;MA23130;MA 23x130;True
1208437;PPLMASPRGSESD 23x151xRL;MA;23.0;151.0;;MA23151;MA 23x151;True
1208438;PPLMASPRGSESD 23x203xRL;MA;23.0;203.0;;MA23203;MA 23x203;True
1208439;PPLMASTRGSESD 23x203xRL;MA;23.0;203.0;;MA23203;MA 23x203;True
1208445;PPLMASPRGSESD 26x151xRL;MA;26.0;151.0;;MA26151;MA 26x151;True
1208446;PPLMASPRGSESD 26x149xRL;MA;26.0;149.0;;MA26149;MA 26x149;True
1208468;PPCMASTRGSESD 37x104xRL;MA;37.0;104.0;;MA37104;MA 37x104;True
1208469;PPCMASTRGSESD 37x89xRL;MA;37.0;89.0;;MA3789;MA 37x89;True
1208472;PPCMASPRGSESD 43x148xRL;MA;43.0;148.0;;MA43148;MA 43x148;True
1208473;PPCMASPRGSESD 43x194xRL;MA;43.0;194.0;;MA43194;MA 43x194;True
1208474;PPCMASPRGSESD 43x96xRL;MA;43.0;96.0;;MA4396;MA 43x96;True
1208475;PPCMASTRGSESD 43x148xRL;MA;43.0;148.0;;MA43148;MA 43x148;True
1208476;PPCMASTRGSESD 43x96xRL;MA;43.0;96.0;;MA4396;MA 43x96;True
1208477;PPCMASTRGSESD 43x194xRL;MA;43.0;194.0;;MA43194;MA 43x194;True
1208491;PPCMAPRRGSESD 50x130xRL;MA;50.0;130.0;;MA50130;MA 50x130;True
1208496;PPCMAPRRGSESD 50x200xRL;MA;50.0;200.0;;MA50200;MA 50x200;True
1208498;PPLMAPRRGSESD 50x130xRL;MA;50.0;130.0;;MA50130;MA 50x130;True
1208499;PPLMAPRRGSESD 50x149xRL;MA;50.0;149.0;;MA50149;MA 50x149;True
1208500;PPCMAPRRGSESD 75x200xRL;MA;75.0;200.0;;MA75200;MA 75x200;True
1208501;PPCMASPRGSESD 96x96xRL;MA;96.0;96.0;;MA9696;MA 96x96;True
1208513;PPCMASPRGVESD 50x99xRL;MA;50.0;99.0;;MA5099;MA 50x99;True
1208514;PPCMASPRGSESD 50x99xRL;MA;50.0;99.0;;MA5099;MA 50x99;True
1208521;PPLMAPRRGVESD 50x99xRL;MA;50.0;99.0;;MA5099;MA 50x99;True
1208522;PPLMAPRRGSESD 50x99xRL;MA;50.0;99.0;;MA5099;MA 50x99;True
1208523;PPCMAPRRGVESD 50x99xRL;MA;50.0;99.0;;MA5099;MA 50x99;True
1208524;PPCMAPRRGSESD 50x99xRL;MA;50.0;99.0;;MA5099;MA 50x99;True
1208541;PPCMASPRGVESD 23x130xRL;MA;23.0;130.0;;MA23130;MA 23x130;True
1208542;PPCMASPRGSESD 23x130xRL;MA;23.0;130.0;;MA23130;MA 23x130;True
1208581;PPCMASTRGVESD 50x104xRL;MA;50.0;104.0;;MA50104;MA 50x104;True
1208582;PPCMASTRGSESD 50x104xRL;MA;50.0;104.0;;MA50104;MA 50x104;True
1208611;PPCMASTRGVESD 18x98xRL;MA;18.0;98.0;;MA1898;MA 18x98;True
1208612;PPCMASTRGSESD 18x98xRL;MA;18.0;98.0;;MA1898;MA 18x98;True
1208613;PPCMASTRGVESD 83x104xRL;MA;83.0;104.0;;MA83104;MA 83x104;True
1208614;PPCMASTRGSESD 83x104xRL;MA;83.0;104.0;;MA83104;MA 83x104;True
1208616;PPCMASTRGSESD 15x86xRL;MA;15.0;86.0;;MA1586;MA 15x86;True
1208617;PPCMASTRGSESD 17x86xRL;MA;17.0;86.0;;MA1786;MA 17x86;True
1208620;PPLMASPRGVESD 23x96xRL;MA;23.0;96.0;;MA2396;MA 23x96;True
1208621;PPLMASPRGSESD 23x96xRL;MA;23.0;96.0;;MA2396;MA 23x96;True
1208635;PPCMASTRGVESD 90x90xRL;MA;90.0;90.0;;MA9090;MA 90x90;True
1208636;PPCMASTRGSESD 90x90xRL;MA;90.0;90.0;;MA9090;MA 90x90;True
1208643;PPCMASTRGVESD 22x92xRL;MA;22.0;92.0;;MA2292;MA 22x92;True
1208644;PPCMASTRGSESD 22x92xRL;MA;22.0;92.0;;MA2292;MA 22x92;True
1208658;PPCMASPRGVESD 23x128xRL;MA;23.0;128.0;;MA23128;MA 23x128;True
1208659;PPCMASPRGSESD 23x128xRL;MA;23.0;128.0;;MA23128;MA 23x128;True
1208661;PPCMASPRGVESD 23x102xRL;MA;23.0;102.0;;MA23102;MA 23x102;True
1208662;PPCMASPRGSESD 23x102xRL;MA;23.0;102.0;;MA23102;MA 23x102;True
1208677;PPCMASTRGVESD 50x124xRL;MA;50.0;124.0;;MA50124;MA 50x124;True
1208678;PPCMASTRGSESD 50x124xRL;MA;50.0;124.0;;MA50124;MA 50x124;True
1208679;PPCMASTRGVESD 37x150xRL;MA;37.0;150.0;;MA37150;MA 37x150;True
1208681;PPCMASTRGSESD 37x150xRL;MA;37.0;150.0;;MA37150;MA 37x150;True
1208711;PPCMASTRGVESD 104x104xRL;MA;104.0;104.0;;MA104104;MA 104x104;True
1208713;PPCMASTRGSESD 104x104xRL;MA;104.0;104.0;;MA104104;MA 104x104;True
1208723;PPCMASTRGVESD 18x155xRL;MA;18.0;155.0;;MA18155;MA 18x155;True
1208724;PPCMASTRGSESD 18x155xRL;MA;18.0;155.0;;MA18155;MA 18x155;True
1208726;PPCMASTRGVESD 79x79xRL;MA;79.0;79.0;;MA7979;MA 79x79;True
1208727;PPCMASTRGSESD 79x79xRL;MA;79.0;79.0;;MA7979;MA 79x79;True
1208731;PPCMASTRGVESD 18x181xRL;MA;18.0;181.0;;MA18181;MA 18x181;True
1208732;PPCMASTRGSESD 18x181xRL;MA;18.0;181.0;;MA18181;MA 18x181;True
1208745;PPCMASTRGVESD 41x93xRL;MA;41.0;93.0;;MA4193;MA 41x93;True
1208746;PPCMASTRGSESD 41x93xRL;MA;41.0;93.0;;MA4193;MA 41x93;True
1208749;PPCMASTRGVESD 72x148xRL;MA;72.0;148.0;;MA72148;MA 72x148;True
1208750;PPCMASTRGSESD 72x148xRL;MA;72.0;148.0;;MA72148;MA 72x148;True
1208752;PPCMASTRGVESD 72x72xRL;MA;72.0;72.0;;MA7272;MA 72x72;True
1208753;PPCMASTRGSESD 72x72xRL;MA;72.0;72.0;;MA7272;MA 72x72;True
1208761;PPCMASTRGVESD 28x128xRL;MA;28.0;128.0;;MA28128;MA 28x128;True
1208762;PPCMASTRGSESD 28x128xRL;MA;28.0;128.0;;MA28128;MA 28x128;True
1208772;PPCMASTRGVESD 70x70xRL;MA;70.0;70.0;;MA7070;MA 70x70;True
1208773;PPCMASTRGSESD 70x70xRL;MA;70.0;70.0;;MA7070;MA 70x70;True
1208778;PPCMASTRGVESD 38x140xRL;MA;38.0;140.0;;MA38140;MA 38x140;True
1208779;PPCMASTRGSESD 38x140xRL;MA;38.0;140.0;;MA38140;MA 38x140;True
1208784;PPCMASTRGVESD 40x202xRL;MA;40.0;202.0;;MA40202;MA 40x202;True
1208785;PPCMASTRGSESD 40x202xRL;MA;40.0;202.0;;MA40202;MA 40x202;True
1208787;PPCMASTRGVESD 40x129xRL;MA;40.0;129.0;;MA40129;MA 40x129;True
1208788;PPCMASTRGSESD 40x129xRL;MA;40.0;129.0;;MA40129;MA 40x129;True
1208790;PPCMASTRGVESD 40x150xRL;MA;40.0;150.0;;MA40150;MA 40x150;True
1208791;PPCMASTRGSESD 40x150xRL;MA;40.0;150.0;;MA40150;MA 40x150;True
1208792;PPCMASTRGVESD 16x153xRL;MA;16.0;153.0;;MA16153;MA 16x153;True
1208793;PPCMASTRGSESD 16x153xRL;MA;16.0;153.0;;MA16153;MA 16x153;True
1208796;PPCMASTRGVESD 20x92xRL;MA;20.0;92.0;;MA2092;MA 20x92;True
1208798;PPCMASTRGSESD 20x92xRL;MA;20.0;92.0;;MA2092;MA 20x92;True
1208800;PPCMASTRGVESD 23x140xRL;MA;23.0;140.0;;MA23140;MA 23x140;True
1208801;PPCMASTRGSESD 23x140xRL;MA;23.0;140.0;;MA23140;MA 23x140;True
1208804;PPCMASPRGVESD 23x96x8+8;MA;23.0;96.0;8+8;MA2396;MA 23x96;True
1208805;PPCMASPRGSESD 23x96x8+8;MA;23.0;96.0;8+8;MA2396;MA 23x96;True
1208806;PPCMASTRGVESD 29x150xRL;MA;29.0;150.0;;MA29150;MA 29x150;True
1208807;PPCMASTRGSESD 29x150xRL;MA;29.0;150.0;;MA29150;MA 29x150;True
1208813;PPCMASPRGVESD 23x148x8+8;MA;23.0;148.0;8+8;MA23148;MA 23x148;True
1208814;PPCMASPRGSESD 23x148x8+8;MA;23.0;148.0;8+8;MA23148;MA 23x148;True
1208831;PPCMASTRGVESD 35x89xRL;MA;35.0;89.0;;MA3589;MA 35x89;True
1208832;PPCMASTRGSESD 35x89xRL;MA;35.0;89.0;;MA3589;MA 35x89;True
1208841;PPLMASPRGVESD 28x129xRL;MA;28.0;129.0;;MA28129;MA 28x129;True
1208842;PPLMASPRGSESD 28x129xRL;MA;28.0;129.0;;MA28129;MA 28x129;True
1208843;PPCMASPRGVESD 30x128xRL;MA;30.0;128.0;;MA30128;MA 30x128;True
1208844;PPCMASPRGSESD 30x128xRL;MA;30.0;128.0;;MA30128;MA 30x128;True
1208845;PPCMASTRGVESD 32x89x8+8;MA;32.0;89.0;8+8;MA3289;MA 32x89;True
1208846;PPCMASTRGSESD 32x89x8+8;MA;32.0;89.0;8+8;MA3289;MA 32x89;True
1208847;PPCMASTRGVESD 23x104x8+8;MA;23.0;104.0;8+8;MA23104;MA 23x104;True
1208848;PPCMASTRGSESD 23x104x8+8;MA;23.0;104.0;8+8;MA23104;MA 23x104;True
1208854;PPLMASPRGVESD 28x104xRL;MA;28.0;104.0;;MA28104;MA 28x104;True
1208855;PPLMASPRGSESD 28x104xRL;MA;28.0;104.0;;MA28104;MA 28x104;True
1208858;PPCMASTRGVESD 40x157xRL;MA;40.0;157.0;;MA40157;MA 40x157;True
1208859;PPCMASTRGSESD 40x157xRL;MA;40.0;157.0;;MA40157;MA 40x157;True
1208862;PPCMASTRGVESD 17x89xRL;MA;17.0;89.0;;MA1789;MA 17x89;True
1208863;PPCMASTRGSESD 17x89xRL;MA;17.0;89.0;;MA1789;MA 17x89;True
1208871;PPCMASTRGVESD 32x150xRL;MA;32.0;150.0;;MA32150;MA 32x150;True
1208872;PPCMASTRGSESD 32x150xRL;MA;32.0;150.0;;MA32150;MA 32x150;True
1208873;PPCMASTRGVESD 20x140xRL;MA;20.0;140.0;;MA20140;MA 20x140;True
1208874;PPCMASTRGSESD 20x140xRL;MA;20.0;140.0;;MA20140;MA 20x140;True
1208877;PPCMASTRGVESD 18x145xRL;MA;18.0;145.0;;MA18145;MA 18x145;True
1208878;PPCMASTRGSESD 18x145xRL;MA;18.0;145.0;;MA18145;MA 18x145;True
1208882;PPCMASTRGVESD 79x128xRL;MA;79.0;128.0;;MA79128;MA 79x128;True
1208883;PPCMASTRGSESD 79x128xRL;MA;79.0;128.0;;MA79128;MA 79x128;True
1208884;PPCMASTRGVESD 69x69xRL;MA;69.0;69.0;;MA6969;MA 69x69;True
1208885;PPCMASTRGSESD 69x69xRL;MA;69.0;69.0;;MA6969;MA 69x69;True
1208893;PPCMASTRGVESD 23x254xRL;MA;23.0;254.0;;MA23254;MA 23x254;True
1208894;PPCMASTRGSESD 23x254xRL;MA;23.0;254.0;;MA23254;MA 23x254;True
1208901;PPCMASTRGVESD 66x66xRL;MA;66.0;66.0;;MA6666;MA 66x66;True
1208902;PPCMASTRGSESD 66x66xRL;MA;66.0;66.0;;MA6666;MA 66x66;True
1208905;PPCMASPRGVESD 23x143xRL;MA;23.0;143.0;;MA23143;MA 23x143;True
1208907;PPCMASPRGSESD 23x143xRL;MA;23.0;143.0;;MA23143;MA 23x143;True
1208922;PPCMASTRGVESD 28x107xRL;MA;28.0;107.0;;MA28107;MA 28x107;True
1208923;PPCMASTRGSESD 28x107xRL;MA;28.0;107.0;;MA28107;MA 28x107;True
1208941;PPCMASTRGVESD 31x221xRL;MA;31.0;221.0;;MA31221;MA 31x221;True
1208942;PPCMASTRGSESD 31x221xRL;MA;31.0;221.0;;MA31221;MA 31x221;True
1208984;PPCMAPARGVESD 98x98xRL;MA;98.0;98.0;;MA9898;MA 98x98;True
1208986;PPCMAPARGSESD 98x98xRL;MA;98.0;98.0;;MA9898;MA 98x98;True
1208991;PPLMAPARGVESD 26x104xRL;MA;26.0;104.0;;MA26104;MA 26x104;True
1208992;PPLMAPARGSESD 26x104xRL;MA;26.0;104.0;;MA26104;MA 26x104;True
1208994;PPLMAPARGVESD 20x104xRL;MA;20.0;104.0;;MA20104;MA 20x104;True
1208995;PPLMAPARGSESD 20x104xRL;MA;20.0;104.0;;MA20104;MA 20x104;True
1209001;PPCMASPRGVESD 23x96x6+6;MA;23.0;96.0;6+6;MA2396;MA 23x96;True
1209002;PPCMASPRGSESD 23x96x6+6;MA;23.0;96.0;6+6;MA2396;MA 23x96;True
1209024;PPCMASTRGVESD 37x89x8+8;MA;37.0;89.0;8+8;MA3789;MA 37x89;True
1209025;PPCMASTRGSESD 37x89x8+8;MA;37.0;89.0;8+8;MA3789;MA 37x89;True
1209031;PPCMASTRGVESD 39x197xRL;MA;39.0;197.0;;MA39197;MA 39x197;True
1209032;PPCMASTRGSESD 39x197xRL;MA;39.0;197.0;;MA39197;MA 39x197;True
1209033;PPCMASTRGVESD 39x145xRL;MA;39.0;145.0;;MA39145;MA 39x145;True
1209034;PPCMASTRGSESD 39x145xRL;MA;39.0;145.0;;MA39145;MA 39x145;True
1209039;PPCMASTRGVESD 39x92xRL;MA;39.0;92.0;;MA3992;MA 39x92;True
1209040;PPCMASTRGSESD 39x92xRL;MA;39.0;92.0;;MA3992;MA 39x92;True
1209072;PPCMASTRGVESD 37x104x8+8;MA;37.0;104.0;8+8;MA37104;MA 37x104;True
1209073;PPCMASTRGSESD 37x104x8+8;MA;37.0;104.0;8+8;MA37104;MA 37x104;True
1209129;PPCMASTRGVESD 95x95xRL;MA;95.0;95.0;;MA9595;MA 95x95;True
1209130;PPCMASTRGSESD 95x95xRL;MA;95.0;95.0;;MA9595;MA 95x95;True
1209145;PPCMASTRGVESD 73x73xRL;MA;73.0;73.0;;MA7373;MA 73x73;True
1209146;PPCMASTRGSESD 73x73xRL;MA;73.0;73.0;;MA7373;MA 73x73;True
1209155;PPCMASPRGVESD 23x148x6+6;MA;23.0;148.0;6+6;MA23148;MA 23x148;True
1209156;PPCMASPRGSESD 23x148x6+6;MA;23.0;148.0;6+6;MA23148;MA 23x148;True
1209180;PPCMASTRGVESD 18x101xRL;MA;18.0;101.0;;MA18101;MA 18x101;True
1209181;PPCMASTRGSESD 18x101xRL;MA;18.0;101.0;;MA18101;MA 18x101;True
1209182;PPCMASTRGVESD 23x101xRL;MA;23.0;101.0;;MA23101;MA 23x101;True
1209183;PPCMASTRGSESD 23x101xRL;MA;23.0;101.0;;MA23101;MA 23x101;True
1209201;PPCMASPRGVESD 23x98x8+8;MA;23.0;98.0;8+8;MA2398;MA 23x98;True
1209202;PPCMASPRGSESD 23x98x8+8;MA;23.0;98.0;8+8;MA2398;MA 23x98;True
1209208;PPCMASPRGVESD 26x259xRL;MA;26.0;259.0;;MA26259;MA 26x259;True
1209209;PPCMASPRGSESD 26x259xRL;MA;26.0;259.0;;MA26259;MA 26x259;True
1209211;PPCMASPRGVESD 96x96x8+8;MA;96.0;96.0;8+8;MA9696;MA 96x96;True
1209212;PPCMASPRGSESD 96x96x8+8;MA;96.0;96.0;8+8;MA9696;MA 96x96;True
1209214;PPCMASPRGVESD 43x96x8+8;MA;43.0;96.0;8+8;MA4396;MA 43x96;True
1209215;PPCMASPRGSESD 43x96x8+8;MA;43.0;96.0;8+8;MA4396;MA 43x96;True
1209222;PPCMASTRGVESD 23x98x8+8;MA;23.0;98.0;8+8;MA2398;MA 23x98;True
1209223;PPCMASTRGSESD 23x98x8+8;MA;23.0;98.0;8+8;MA2398;MA 23x98;True
1209271;PPCMASTRGVESD 89x89x8+8;MA;89.0;89.0;8+8;MA8989;MA 89x89;True
1209273;PPCMASTRGSESD 89x89x8+8;MA;89.0;89.0;8+8;MA8989;MA 89x89;True
1209275;PPCMASPRGVESD 89x129x8+8;MA;89.0;129.0;8+8;MA89129;MA 89x129;True
1209276;PPCMASPRGSESD 89x129x8+8;MA;89.0;129.0;8+8;MA89129;MA 89x129;True
1209343;PPCMASPRGVESD 43x73xRL;MA;43.0;73.0;;MA4373;MA 43x73;True
1209344;PPCMASPRGSESD 43x73xRL;MA;43.0;73.0;;MA4373;MA 43x73;True
1209352;PPCMASPRGVESD 23x129x8+8;MA;23.0;129.0;8+8;MA23129;MA 23x129;True
1209353;PPCMASPRGSESD 23x129x8+8;MA;23.0;129.0;8+8;MA23129;MA 23x129;True
1209356;PPCMASTRGVESD 16x98x8+8;MA;16.0;98.0;8+8;MA1698;MA 16x98;True
1209357;PPCMASTRGSESD 16x98x8+8;MA;16.0;98.0;8+8;MA1698;MA 16x98;True
1209364;PPCMASTRGVESD 92x92xRL;MA;92.0;92.0;;MA9292;MA 92x92;True
1209365;PPCMASTRGSESD 92x92xRL;MA;92.0;92.0;;MA9292;MA 92x92;True
1209401;PPCMASPRGVESD 50x96xRL;MA;50.0;96.0;;MA5096;MA 50x96;True
1209402;PPCMASPRGSESD 50x96xRL;MA;50.0;96.0;;MA5096;MA 50x96;True
1209403;PPCMASTRGVESD 81x96x6+6;MA;81.0;96.0;6+6;MA8196;MA 81x96;True
1209404;PPCMASTRGSESD 81x96x6+6;MA;81.0;96.0;6+6;MA8196;MA 81x96;True
1209405;PPCMASTRGVESD 104x104x8+8;MA;104.0;104.0;8+8;MA104104;MA 104x104;True
1209406;PPCMASTRGSESD 104x104x8+8;MA;104.0;104.0;8+8;MA104104;MA 104x104;True
1209422;PPCMASTRGVESD 66x66x8+8;MA;66.0;66.0;8+8;MA6666;MA 66x66;True
1209423;PPCMASTRGSESD 66x66x8+8;MA;66.0;66.0;8+8;MA6666;MA 66x66;True
1209441;PPCMASTRGVESD 23x104x6+6;MA;23.0;104.0;6+6;MA23104;MA 23x104;True
1209442;PPCMASTRGSESD 23x104x6+6;MA;23.0;104.0;6+6;MA23104;MA 23x104;True
1209453;PPCMASTRGVESD 32x140xRL;MA;32.0;140.0;;MA32140;MA 32x140;True
1209454;PPCMASTRGSESD 32x140xRL;MA;32.0;140.0;;MA32140;MA 32x140;True
1209483;PPCMASTRGVESD 16x145xRL;MA;16.0;145.0;;MA16145;MA 16x145;True
1209484;PPCMASTRGSESD 16x145xRL;MA;16.0;145.0;;MA16145;MA 16x145;True
1209511;PPCMASPRGVESD 43x148x8+8;MA;43.0;148.0;8+8;MA43148;MA 43x148;True
1209512;PPCMASPRGSESD 43x148x8+8;MA;43.0;148.0;8+8;MA43148;MA 43x148;True
1209566;PPCMASTRGVESD 19x93x8+8;MA;19.0;93.0;8+8;MA1993;MA 19x93;True
1209567;PPCMASTRGSESD 19x93x8+8;MA;19.0;93.0;8+8;MA1993;MA 19x93;True
1209572;PPCMASTRGVESD 20x89xRL;MA;20.0;89.0;;MA2089;MA 20x89;True
1209573;PPCMASTRGSESD 20x89xRL;MA;20.0;89.0;;MA2089;MA 20x89;True
1209581;PPCMAAERGVESD 50x50xRL;MA;50.0;50.0;;CI5050;CI 50x50;True
1209582;PPCMAAERGSESD 50x50xRL;MA;50.0;0.0;;CI5050;CI 50x0;True
1209599;PPCMASTRGVESD 16x124xRL;MA;16.0;124.0;;MA16124;MA 16x124;True
1209600;PPCMASTRGSESD 16x124xRL;MA;16.0;124.0;;MA16124;MA 16x124;True
1209604;PPCMASTRGVESD 38x145xRL;MA;38.0;145.0;;MA38145;MA 38x145;True
1209605;PPCMASTRGSESD 38x145xRL;MA;38.0;145.0;;MA38145;MA 38x145;True
1209641;PPCMASTRGVESD 79x129xRL;MA;79.0;129.0;;MA79129;MA 79x129;True
1209642;PPCMASTRGSESD 79x129xRL;MA;79.0;129.0;;MA79129;MA 79x129;True
1209653;PPCMASTRGVESD 79x79x8+8;MA;79.0;79.0;8+8;MA7979;MA 79x79;True
1209654;PPCMASTRGSESD 79x79x8+8;MA;79.0;79.0;8+8;MA7979;MA 79x79;True
1209663;PPCMASPRGVESD 43x200xRL;MA;43.0;200.0;;MA43200;MA 43x200;True
1209664;PPCMASPRGSESD 43x200xRL;MA;43.0;200.0;;MA43200;MA 43x200;True
1209676;PPCMASTRGVESD 37x129xRL;MA;37.0;129.0;;MA37129;MA 37x129;True
1209677;PPCMASTRGSESD 37x129xRL;MA;37.0;129.0;;MA37129;MA 37x129;True
1209679;PPCMASTRGVESD 16x150x8+8;MA;16.0;150.0;8+8;MA16150;MA 16x150;True
1209680;PPCMASTRGSESD 16x150x8+8;MA;16.0;150.0;8+8;MA16150;MA 16x150;True
1209692;PPCMASTRGVESD 19x132xRL;MA;19.0;132.0;;MA19132;MA 19x132;True
1209693;PPCMASTRGSESD 19x132xRL;MA;19.0;132.0;;MA19132;MA 19x132;True
1209712;PPCMASPRGVESD 30x96xRL;MA;30.0;96.0;;MA3096;MA 30x96;True
1209713;PPCMASPRGSESD 30x96xRL;MA;30.0;96.0;;MA3096;MA 30x96;True
1209714;PPCMASPRGVESD 30x155xRL;MA;30.0;155.0;;MA30155;MA 30x155;True
1209715;PPCMASPRGSESD 30x155xRL;MA;30.0;155.0;;MA30155;MA 30x155;True
1209719;PPCMASTRGVESD 79x150xRL;MA;79.0;150.0;;MA79150;MA 79x150;True
1209720;PPCMASTRGSESD 79x150xRL;MA;79.0;150.0;;MA79150;MA 79x150;True
1209722;PPCMASPRGVESD 18x146xRL;MA;18.0;146.0;;MA18146;MA 18x146;True
1209723;PPCMASPRGSESD 18x146xRL;MA;18.0;146.0;;MA18146;MA 18x146;True
1209725;PPCMASTRGVESD 18x129x8+8;MA;18.0;129.0;8+8;MA18129;MA 18x129;True
1209726;PPCMASTRGSESD 18x129x8+8;MA;18.0;129.0;8+8;MA18129;MA 18x129;True
1209746;PPCMASTRGVESD 16x89x8+8;MA;16.0;89.0;8+8;MA1689;MA 16x89;True
1209747;PPCMASTRGSESD 16x89x8+8;MA;16.0;89.0;8+8;MA1689;MA 16x89;True
1209751;PPCMASPRGVESD 28x155xRL;MA;28.0;155.0;;MA28155;MA 28x155;True
1209761;PPCMASPRGSESD 28x155xRL;MA;28.0;155.0;;MA28155;MA 28x155;True
1209771;PPCMASTRGVESD 16x104xRL;MA;16.0;104.0;;MA16104;MA 16x104;True
1209775;PPCMASTRGSESD 16x104xRL;MA;16.0;104.0;;MA16104;MA 16x104;True
1209778;PPLMASPRGVESD 23x148x8+8;MA;23.0;148.0;8+8;MA23148;MA 23x148;True
1209779;PPLMASPRGSESD 23x148x8+8;MA;23.0;148.0;8+8;MA23148;MA 23x148;True
1209780;PPCMASTRGVESD 19x104x8+8;MA;19.0;104.0;8+8;MA19104;MA 19x104;True
1209781;PPCMASPRGVESD 17x145xRL;MA;17.0;145.0;;MA17145;MA 17x145;True
1209782;PPCMASPRGSESD 17x145xRL;MA;17.0;145.0;;MA17145;MA 17x145;True
1209783;PPCMASPRGVESD 40x104xRL;MA;40.0;104.0;;MA40104;MA 40x104;True
1209786;PPCMASPRGSESD 40x104xRL;MA;40.0;104.0;;MA40104;MA 40x104;True
1209789;PPCMASPRGVESD 17x93xRL;MA;17.0;93.0;;MA1793;MA 17x93;True
1209790;PPCMASPRGSESD 17x93xRL;MA;17.0;93.0;;MA1793;MA 17x93;True
1209794;PPCMASTRGVESD 50x77xRL;MA;50.0;77.0;;MA5077;MA 50x77;True
1209795;PPCMASTRGSESD 50x77xRL;MA;50.0;77.0;;MA5077;MA 50x77;True
1209797;PPCMASTRGVESD 23x118x 8+8;MA;23.0;118.0;8+8;MA23118;MA 23x118;True
1209798;PPCMASTRGSESD 23x118x 8+8;MA;23.0;118.0;8+8;MA23118;MA 23x118;True
1209801;PPCMASTRGSESD 19x104x8+8;MA;19.0;104.0;8+8;MA19104;MA 19x104;True
1209815;PPCMASTRGVESD 19x92xRL;MA;19.0;92.0;;MA1992;MA 19x92;True
1209816;PPCMASTRGSESD 19x92xRL;MA;19.0;92.0;;MA1992;MA 19x92;True
1209831;PPCMASTRGVESD 50x98x8+8;MA;50.0;98.0;8+8;MA5098;MA 50x98;True
1209832;PPCMASTRGSESD 50x98x8+8;MA;50.0;98.0;8+8;MA5098;MA 50x98;True
1209834;PPCMASPRGVESD 52x104xRL;MA;52.0;104.0;;MA52104;MA 52x104;True
1209835;PPCMASPRGSESD 52x104xRL;MA;52.0;104.0;;MA52104;MA 52x104;True
1209868;PPCMAPRRGVESD 50x99x8+8;MA;50.0;99.0;8+8;MA5099;MA 50x99;True
1209869;PPCMAPRRGSESD 50x99x8+8;MA;50.0;99.0;8+8;MA5099;MA 50x99;True
1209932;PPCMASTRGVESD 75x77x 8+8;MA;75.0;77.0;8+8;MA7577;MA 75x77;True
1209933;PPCMASTRGSESD 75x77x 8+8;MA;75.0;77.0;8+8;MA7577;MA 75x77;True
1210071;PPCMAPRRGVESD 50x96x8+8;MA;50.0;96.0;8+8;MA5096;MA 50x96;True
1210072;PPCMAPRRGSESD 50x96x8+8;MA;50.0;96.0;8+8;MA5096;MA 50x96;True
1210112;PPCMASPRGVESD 89x145xRL;MA;89.0;145.0;;MA89145;MA 89x145;True
1210113;PPCMASPRGSESD 89x145xRL;MA;89.0;145.0;;MA89145;MA 89x145;True
1210138;PPCMASTRGVESD 32x140x8+8;MA;32.0;140.0;8+8;MA32140;MA 32x140;True
1210139;PPCMASTRGSESD 32x140x8+8;MA;32.0;140.0;8+8;MA32140;MA 32x140;True
1205753;PPCMASPRGSESD 39x157xRL;MA;39.0;157.0;;MA39;MA 39x157;True
1205754;PPCMASPRGSESD 39x202xRL;MA;39.0;202.0;;MA39;MA 39x202;True
1205761;PPCMASPRGVESD 39x157xRL;MA;39.0;157.0;;MA39;MA 39x157;True
1205762;PPCMASPRGVESD 39x202xRL;MA;39.0;202.0;;MA39;MA 39x202;True
1206854;PPCMASPRGVESD 39x104xRL;MA;39.0;104.0;;MA39;MA 39x104;True
1206855;PPCMASPRGSESD 39x104xRL;MA;39.0;104.0;;MA39;MA 39x104;True
1206856;PPCMASPRGVESD 39x129xRL;MA;39.0;129.0;;MA39;MA 39x129;True
1206857;PPCMASPRGSESD 39x129xRL;MA;39.0;129.0;;MA39;MA 39x129;True
1206898;PPCMASPRGVESD 39x150xRL;MA;39.0;150.0;;MA39;MA 39x150;True
1206899;PPCMASPRGSESD 39x150xRL;MA;39.0;150.0;;MA39;MA 39x150;True
1206913;PPCMASPRGVESD 39x98xRL;MA;39.0;98.0;;MA39;MA 39x98;True
1206914;PPCMASPRGSESD 39x98xRL;MA;39.0;98.0;;MA39;MA 39x98;True
1207601;PPCMASPRGVESD 19x98xRL;MA;19.0;98.0;;MA19;MA 19x98;True
1207602;PPCMASPRGSESD 19x98xRL;MA;19.0;98.0;;MA19;MA 19x98;True
1207614;PPCMASPRGVESD 19x202xRL;MA;19.0;202.0;;MA19;MA 19x202;True
1207615;PPCMASPRGSESD 19x202xRL;MA;19.0;202.0;;MA19;MA 19x202;True
1207616;PPCMASPRGVESD 19x150xRL;MA;19.0;150.0;;MA19;MA 19x150;True
1207617;PPCMASPRGSESD 19x150xRL;MA;19.0;150.0;;MA19;MA 19x150;True
